prot_id,trial_id,trajectory_id,Var1,Var2,Var3,noise_present,direction
15,1,131,2000,2500,1500,noise,3.334963090507518
15,2,50,2500,1500,2000,no_noise,4.404183342199894
15,3,108,2000,1500,2500,no_noise,2.6086916856568934
15,4,71,1500,2500,2000,noise,3.376116624785979
15,5,144,2000,1500,2500,no_noise,0.9472523563371089
15,6,235,2000,2500,1500,noise,3.217260313794421
15,7,49,1500,2000,2500,no_noise,3.846299762349501
15,8,214,1500,2500,2000,no_noise,5.16316177416091
15,9,126,2000,1500,2500,noise,1.1338538186370144
15,10,159,1500,2000,2500,no_noise,3.1640760630740443
15,11,164,1500,2000,2500,no_noise,4.088542396544697
15,12,175,2500,2000,1500,noise,2.8964507732350713
15,13,44,2500,2000,1500,no_noise,2.8960581523551214
15,14,240,2000,2500,1500,noise,0.6362188009524967
15,15,176,1500,2000,2500,noise,1.431237616883025
15,16,145,2500,2000,1500,no_noise,0.3996930735979882
15,17,66,2500,1500,2000,no_noise,1.9426097805805282
15,18,79,2500,1500,2000,noise,1.5069281044613607
15,19,48,1500,2500,2000,noise,5.197347523254578
15,20,132,2500,1500,2000,noise,0.29802341967738144
15,21,87,2500,1500,2000,no_noise,4.709268350832229
15,22,58,2500,2000,1500,no_noise,6.272152387179897
15,23,210,1500,2500,2000,no_noise,3.5836668208961626
15,24,5,1500,2000,2500,no_noise,0.2504639470687344
15,25,185,2500,1500,2000,noise,0.07411321758156753
15,26,170,2500,1500,2000,no_noise,3.567733044870435
15,27,33,2000,1500,2500,no_noise,1.532611277125735
15,28,211,2000,2500,1500,noise,3.547011581235443
15,29,172,2500,1500,2000,no_noise,1.6972984109258968
15,30,128,1500,2500,2000,no_noise,5.87075918187317
15,31,162,2500,2000,1500,noise,0.42267590137073086
15,32,125,1500,2500,2000,noise,0.4697470884974706
15,33,124,2500,1500,2000,no_noise,6.01721250180751
15,34,233,2500,2000,1500,no_noise,3.725442521714605
15,35,113,2000,2500,1500,no_noise,5.58591364194166
15,36,89,1500,2500,2000,noise,3.80952239389877
15,37,151,2000,1500,2500,no_noise,0.7866992739596399
15,38,46,1500,2000,2500,noise,6.021027048995855
15,39,207,2000,2500,1500,noise,3.2386941717206366
15,40,189,1500,2500,2000,noise,4.466758058219414
15,41,140,2500,2000,1500,noise,2.022829313314632
15,42,34,2500,2000,1500,no_noise,0.017426114850487284
15,43,163,2000,2500,1500,no_noise,5.710542196146905
15,44,45,1500,2000,2500,noise,4.80784028888625
15,45,3,2000,2500,1500,noise,5.544699749126168
15,46,219,1500,2000,2500,no_noise,6.214632300357401
15,47,102,2000,1500,2500,no_noise,1.1498526872026797
15,48,9,2000,1500,2500,noise,0.9515936593640912
15,49,77,2500,2000,1500,noise,3.827131411545036
15,50,31,1500,2000,2500,no_noise,6.173287654849819
15,51,56,2000,1500,2500,no_noise,5.438752089718032
15,52,11,1500,2500,2000,noise,5.373080525342348
15,53,137,2000,1500,2500,noise,5.68615664059635
15,54,191,2500,1500,2000,no_noise,5.701282248010039
15,55,165,2500,1500,2000,noise,4.8019100651829145
15,56,122,2000,1500,2500,no_noise,1.8681345609944096
15,57,115,2500,1500,2000,no_noise,5.325218478850283
15,58,105,2500,2000,1500,noise,3.53538197645001
15,59,35,2500,1500,2000,noise,3.9393194903431157
15,60,200,2000,1500,2500,no_noise,5.881962884392351
15,61,55,2000,1500,2500,no_noise,6.282240949671877
15,62,129,2000,1500,2500,noise,3.8020077289742407
15,63,212,2500,1500,2000,noise,3.830055362002166
15,64,78,2000,1500,2500,no_noise,2.942175392546143
15,65,156,2500,2000,1500,no_noise,4.236914917244309
15,66,12,1500,2000,2500,no_noise,2.9237876533658564
15,67,41,2500,1500,2000,noise,2.0400685008817048
15,68,73,1500,2000,2500,noise,4.974375979137636
15,69,174,2000,2500,1500,noise,0.5102753540338356
15,70,42,2000,1500,2500,noise,2.4889217954573644
15,71,213,2000,2500,1500,noise,2.250644925903612
15,72,82,2500,1500,2000,noise,0.33117588339913784
15,73,157,2500,1500,2000,noise,5.202100238344238
15,74,187,1500,2000,2500,no_noise,1.3624400569713648
15,75,136,2500,1500,2000,noise,5.129597869118114
15,76,39,1500,2500,2000,no_noise,0.11921949799348397
15,77,197,2500,1500,2000,no_noise,3.2339232608559065
15,78,167,1500,2500,2000,noise,1.9671190638905562
15,79,54,1500,2000,2500,no_noise,4.06086586194594
15,80,228,2000,1500,2500,noise,3.2511659857588953
15,81,22,2500,2000,1500,noise,5.033564442106124
15,82,220,2500,1500,2000,no_noise,4.5572402977507345
15,83,85,2000,2500,1500,no_noise,1.828690437714065
15,84,147,1500,2000,2500,noise,3.384097332985938
15,85,236,2500,1500,2000,noise,2.8787617354327875
15,86,110,2000,1500,2500,noise,2.5166490728326183
15,87,68,2000,2500,1500,noise,4.096385622629403
15,88,88,2500,2000,1500,noise,3.6872048245496067
15,89,234,2500,2000,1500,no_noise,3.0232684819416735
15,90,14,1500,2500,2000,no_noise,0.006580382533631468
15,91,230,2500,1500,2000,noise,1.280496447485401
15,92,201,2000,1500,2500,noise,0.7620510543937882
15,93,86,2500,2000,1500,noise,2.7208434884753614
15,94,19,2500,2000,1500,noise,3.923178183295745
15,95,237,1500,2500,2000,no_noise,1.8094454943706415
15,96,150,2500,1500,2000,no_noise,3.6066086533155692
15,97,133,2500,2000,1500,no_noise,4.878521895641738
15,98,143,2000,1500,2500,noise,6.26954792193918
15,99,101,2500,1500,2000,noise,1.3153269484641452
15,100,80,2000,2500,1500,no_noise,2.773829761029152
15,101,180,2500,1500,2000,no_noise,2.2868897526747016
15,102,179,2500,2000,1500,noise,5.818180560219676
15,103,30,2000,1500,2500,no_noise,0.19942949689046507
15,104,206,2000,2500,1500,no_noise,5.586611674766101
15,105,13,2000,2500,1500,noise,4.206478333141269
15,106,95,2000,1500,2500,no_noise,3.3653699817623046
15,107,72,2000,2500,1500,no_noise,5.785970694115179
15,108,51,2500,2000,1500,noise,6.192532937590237
15,109,93,1500,2000,2500,noise,4.324641314623743
15,110,127,1500,2000,2500,noise,4.877227082941877
15,111,7,2000,2500,1500,no_noise,4.2731650441676
15,112,227,2000,1500,2500,noise,3.5589247463580174
15,113,152,2000,2500,1500,noise,4.332851022168158
15,114,173,2500,1500,2000,no_noise,6.19234799256082
15,115,8,1500,2500,2000,noise,5.088006955981069
15,116,194,2000,1500,2500,noise,1.4762143661394491
15,117,75,2000,1500,2500,noise,0.4537703114577205
15,118,190,2000,1500,2500,noise,0.1644562151071849
15,119,169,1500,2500,2000,noise,3.2073816069009116
15,120,74,2500,2000,1500,no_noise,2.1372033340459673
15,121,232,1500,2500,2000,noise,2.2167357561020102
15,122,217,2500,1500,2000,noise,5.880287932429593
15,123,61,1500,2500,2000,no_noise,3.286432766944746
15,124,141,1500,2000,2500,noise,3.868521173446182
15,125,120,2000,2500,1500,no_noise,0.15888633007054498
15,126,224,2500,1500,2000,no_noise,0.08187695893827174
15,127,186,2500,2000,1500,no_noise,6.248809832240218
15,128,177,1500,2500,2000,no_noise,3.379302583871106
15,129,142,1500,2500,2000,no_noise,3.6552936278001735
15,130,59,2000,2500,1500,no_noise,3.8475364928128606
15,131,123,1500,2500,2000,no_noise,2.4648170338658613
15,132,196,2000,2500,1500,noise,0.521402092432866
15,133,138,2500,2000,1500,no_noise,2.759022253448454
15,134,106,1500,2000,2500,no_noise,0.17510597784397897
15,135,36,2000,2500,1500,noise,3.737005739277601
15,136,168,2000,1500,2500,no_noise,5.981187490181174
15,137,231,2000,1500,2500,no_noise,0.4119371259204856
15,138,26,2500,1500,2000,noise,2.4792055222098686
15,139,146,2500,1500,2000,noise,4.966625317731478
15,140,97,2500,2000,1500,noise,0.7564924279746865
15,141,100,2500,2000,1500,no_noise,1.8146109205942338
15,142,221,2000,1500,2500,no_noise,3.46676674587024
15,143,229,2000,1500,2500,no_noise,0.6220390680925636
15,144,98,2500,1500,2000,no_noise,6.126637946125061
15,145,184,1500,2000,2500,no_noise,4.210197702879376
15,146,130,2500,2000,1500,no_noise,4.318042295976699
15,147,107,2500,1500,2000,no_noise,0.02305651641931261
15,148,104,2000,2500,1500,no_noise,1.2745877491586848
15,149,103,2500,1500,2000,no_noise,4.22984174782984
15,150,223,1500,2000,2500,no_noise,4.119122707960271
15,151,53,1500,2000,2500,no_noise,2.969406026788503
15,152,218,1500,2500,2000,noise,4.025891532713315
15,153,116,2500,2000,1500,no_noise,5.545756645995879
15,154,76,1500,2500,2000,noise,0.8252867767811622
15,155,99,2000,2500,1500,no_noise,2.9302384667081256
15,156,40,1500,2000,2500,no_noise,3.025656626948927
15,157,216,1500,2500,2000,noise,5.848635982318823
15,158,155,2000,2500,1500,no_noise,2.426650065864159
15,159,171,1500,2500,2000,noise,0.002980265488591538
15,160,1,1500,2000,2500,no_noise,1.8683528254460002
15,161,96,1500,2500,2000,noise,4.717806657572691
15,162,62,1500,2000,2500,no_noise,4.60394656142552
15,163,4,2500,2000,1500,noise,5.368524934075115
15,164,181,1500,2000,2500,no_noise,2.6854216701573055
15,165,215,1500,2500,2000,no_noise,0.45757330305615707
15,166,204,2500,2000,1500,noise,3.1605486925563326
15,167,225,1500,2000,2500,no_noise,1.9007851823724184
15,168,153,1500,2000,2500,no_noise,3.138375407075705
15,169,198,2000,1500,2500,noise,0.29210100064199995
15,170,183,1500,2500,2000,no_noise,3.6540869032495378
15,171,182,2500,1500,2000,no_noise,1.5780236599794764
15,172,15,1500,2500,2000,noise,5.523201249238783
15,173,6,1500,2500,2000,noise,3.888158581137321
15,174,192,2000,2500,1500,no_noise,3.0229375610946345
15,175,92,1500,2500,2000,no_noise,4.234341019676858
15,176,117,2000,1500,2500,no_noise,5.583993398115798
15,177,205,2500,2000,1500,no_noise,5.974375671081567
15,178,37,2500,1500,2000,no_noise,1.6830114022832117
15,179,28,2500,2000,1500,noise,5.899570213831153
15,180,23,1500,2500,2000,no_noise,5.500502869794456
15,181,70,2000,1500,2500,no_noise,1.0551944880344495
15,182,32,2000,2500,1500,no_noise,6.249884834184078
15,183,118,1500,2500,2000,no_noise,5.992464876958172
15,184,10,2000,1500,2500,noise,4.9772138485691455
15,185,208,2500,1500,2000,no_noise,5.253477893492658
15,186,21,2000,2500,1500,noise,2.2878152970559116
15,187,20,1500,2000,2500,no_noise,5.896833293061704
15,188,94,2500,2000,1500,no_noise,2.284965374642347
15,189,38,2000,2500,1500,noise,6.023922395015781
15,190,91,1500,2500,2000,no_noise,2.0184633820617846
15,191,17,1500,2000,2500,noise,4.71598635445833
15,192,29,2000,2500,1500,noise,1.929085345782104
15,193,83,2000,2500,1500,noise,6.108676338889166
15,194,81,2000,1500,2500,noise,3.161824734554318
15,195,57,2500,2000,1500,no_noise,4.279645853182166
15,196,195,2500,2000,1500,no_noise,3.334647948694883
15,197,161,2000,1500,2500,noise,2.6511799922425494
15,198,203,2000,2500,1500,no_noise,5.469480616678807
15,199,52,1500,2000,2500,no_noise,0.09287254234274167
15,200,25,1500,2500,2000,noise,4.943051465203039
15,201,238,2000,1500,2500,noise,4.180245654799206
15,202,199,1500,2500,2000,noise,5.814729861238498
15,203,47,2000,2500,1500,no_noise,5.384325834714621
15,204,119,2500,2000,1500,no_noise,1.3502141228892794
15,205,111,2500,1500,2000,no_noise,1.3664655130591967
15,206,139,1500,2500,2000,noise,4.504077161326996
15,207,178,1500,2500,2000,no_noise,0.2493564229930536
15,208,121,2500,1500,2000,noise,5.828619447704098
15,209,134,2000,2500,1500,no_noise,5.980464947627234
15,210,226,1500,2000,2500,no_noise,3.4128940137175636
15,211,222,2500,1500,2000,noise,3.455324568686205
15,212,18,2000,2500,1500,no_noise,2.5683129830132803
15,213,166,1500,2000,2500,no_noise,3.0069358705599947
